person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
29,male,bachelor,288993.0,3,mortgage,5000.0,education,7.88,0.02,8.0,615,yes,0
30,female,associate,288939.0,9,rent,18000.0,personal,7.88,0.06,10.0,680,yes,0
32,male,associate,233498.0,10,rent,20000.0,medical,11.83,0.09,6.0,686,no,1
27,male,associate,63262.0,6,rent,26000.0,medical,10.99,0.41,10.0,653,no,1
29,female,high school,133057.0,7,rent,25600.0,debtconsolidation,11.01,0.19,5.0,697,no,0
31,male,bachelor,147383.0,11,rent,25600.0,education,15.96,0.17,7.0,667,yes,0
27,female,bachelor,69459.0,6,rent,25475.0,homeimprovement,15.99,0.37,7.0,577,no,1
27,female,bachelor,278808.0,2,mortgage,2000.0,debtconsolidation,9.91,0.01,6.0,536,no,0
32,male,master,276922.0,8,rent,35000.0,homeimprovement,11.01,0.13,9.0,713,no,0
29,female,associate,277313.0,3,mortgage,8500.0,medical,7.49,0.03,10.0,588,yes,0
34,male,associate,48619.0,12,rent,25000.0,medical,10.25,0.51,8.0,638,no,1
27,female,bachelor,57029.0,2,rent,25000.0,venture,15.7,0.44,10.0,645,no,1
33,female,bachelor,58742.0,12,rent,25000.0,debtconsolidation,9.99,0.43,10.0,619,no,1
30,female,master,270918.0,6,rent,25000.0,medical,12.42,0.09,10.0,694,yes,0
28,female,high school,271082.0,3,mortgage,30000.0,venture,8.49,0.11,6.0,667,yes,0
33,male,bachelor,270827.0,11,mortgage,8000.0,personal,9.99,0.03,10.0,597,yes,0
27,male,bachelor,58795.0,3,rent,25000.0,personal,10.59,0.43,7.0,564,no,1
27,male,associate,270665.0,3,mortgage,25000.0,venture,15.31,0.09,5.0,678,no,0
29,female,bachelor,271063.0,6,own,24250.0,personal,11.01,0.09,7.0,499,yes,0
28,female,associate,271029.0,7,mortgage,16800.0,personal,13.92,0.06,5.0,612,yes,0
27,female,bachelor,271262.0,7,mortgage,14000.0,venture,11.01,0.05,7.0,565,yes,0
32,male,master,270797.0,13,mortgage,20000.0,personal,13.92,0.07,10.0,586,yes,0
28,male,bachelor,270905.0,5,mortgage,5000.0,venture,7.75,0.02,5.0,651,yes,0
28,male,master,60840.0,6,rent,25000.0,medical,13.11,0.41,7.0,643,no,1
29,male,master,265175.0,6,own,14725.0,personal,19.41,0.06,6.0,696,yes,0
31,female,bachelor,264840.0,8,mortgage,20000.0,medical,6.54,0.08,5.0,636,yes,0
29,female,high school,262569.0,6,mortgage,14400.0,education,8.9,0.05,7.0,635,yes,0
28,female,master,260217.0,7,mortgage,15000.0,venture,16.02,0.06,8.0,594,yes,0
28,male,bachelor,259589.0,6,mortgage,21000.0,venture,11.99,0.08,7.0,676,no,0
32,male,master,64598.0,8,rent,25000.0,venture,11.86,0.39,9.0,569,no,1
30,female,bachelor,65638.0,6,rent,25000.0,medical,10.74,0.38,6.0,669,no,1
29,male,associate,58801.0,7,rent,25000.0,homeimprovement,13.61,0.43,8.0,603,no,1
30,male,bachelor,252918.0,8,mortgage,24000.0,debtconsolidation,11.49,0.09,6.0,593,yes,0
30,male,high school,238565.0,11,mortgage,15000.0,debtconsolidation,11.01,0.06,9.0,563,no,1
30,male,associate,252823.0,6,mortgage,24250.0,homeimprovement,12.87,0.1,6.0,613,yes,0
28,female,bachelor,251757.0,5,own,15000.0,personal,14.84,0.06,7.0,614,no,0
27,female,bachelor,249456.0,9,mortgage,22000.0,venture,10.62,0.09,5.0,522,yes,0
30,female,bachelor,66405.0,8,rent,25000.0,homeimprovement,15.65,0.38,7.0,633,no,1
27,male,associate,60038.0,2,rent,25000.0,debtconsolidation,11.36,0.42,5.0,647,no,1
28,male,bachelor,16938.0,6,own,6700.0,personal,9.63,0.4,5.0,635,no,1
27,male,associate,245994.0,1,mortgage,25000.0,homeimprovement,15.31,0.1,6.0,554,no,0
34,male,high school,245732.0,12,mortgage,16000.0,education,11.83,0.07,5.0,590,yes,0
31,female,bachelor,245950.0,6,rent,12000.0,venture,9.63,0.05,9.0,705,no,0
29,male,associate,195789.0,6,rent,25000.0,medical,20.0,0.13,9.0,675,no,1
28,female,associate,243620.0,2,mortgage,12000.0,personal,14.46,0.05,8.0,580,no,0
32,female,master,243254.0,8,mortgage,28000.0,personal,10.59,0.12,7.0,551,no,0
31,female,high school,243651.0,7,mortgage,20000.0,education,11.01,0.08,10.0,679,yes,0
30,female,associate,69340.0,10,rent,25000.0,medical,11.36,0.36,9.0,617,no,1
31,female,master,72998.0,8,rent,25000.0,homeimprovement,8.9,0.34,10.0,663,no,1
28,female,master,72709.0,0,rent,25000.0,medical,13.49,0.34,10.0,558,no,1
29,female,master,241173.0,9,mortgage,19000.0,debtconsolidation,11.83,0.08,7.0,616,yes,0
35,female,high school,241172.0,16,mortgage,6000.0,debtconsolidation,7.68,0.02,8.0,677,yes,0
29,female,master,240947.0,7,mortgage,10000.0,venture,12.69,0.04,9.0,638,yes,0
28,male,high school,241148.0,7,mortgage,15000.0,personal,6.03,0.06,6.0,550,yes,0
32,female,associate,240961.0,8,rent,35000.0,homeimprovement,19.03,0.15,8.0,645,yes,0
28,female,bachelor,240927.0,5,mortgage,25000.0,education,7.9,0.1,9.0,645,yes,0
31,male,associate,241145.0,8,mortgage,24000.0,debtconsolidation,8.9,0.1,9.0,658,yes,0
31,female,high school,240658.0,5,mortgage,30000.0,medical,8.9,0.12,5.0,680,yes,0
28,female,master,240873.0,9,mortgage,15000.0,medical,8.9,0.06,10.0,686,yes,0
27,male,bachelor,73066.0,2,rent,25000.0,venture,11.01,0.34,8.0,679,no,1
28,female,bachelor,74454.0,6,rent,25000.0,personal,9.91,0.34,7.0,692,no,1
28,male,master,240825.0,3,mortgage,10000.0,personal,6.99,0.04,7.0,653,yes,0
35,female,master,241228.0,9,mortgage,18000.0,homeimprovement,10.99,0.07,10.0,718,yes,0
35,female,bachelor,226473.0,13,rent,5000.0,debtconsolidation,16.49,0.02,9.0,695,no,1
28,male,master,77042.0,5,rent,25000.0,medical,11.36,0.32,8.0,667,no,1
32,male,bachelor,76633.0,10,rent,25000.0,homeimprovement,10.25,0.33,8.0,633,no,1
30,male,bachelor,78971.0,11,rent,25000.0,debtconsolidation,10.38,0.32,8.0,590,no,1
30,female,bachelor,78839.0,3,rent,25000.0,homeimprovement,11.01,0.32,5.0,633,no,1
31,female,bachelor,79887.0,5,rent,25000.0,debtconsolidation,7.51,0.31,9.0,644,no,1
27,male,high school,241144.0,1,mortgage,15000.0,personal,9.88,0.06,9.0,565,yes,0
30,male,bachelor,240633.0,7,rent,10000.0,debtconsolidation,11.36,0.04,9.0,516,yes,0
28,female,master,241208.0,5,rent,25000.0,venture,15.33,0.1,7.0,653,yes,0
27,female,bachelor,241057.0,4,mortgage,10000.0,education,7.51,0.04,10.0,666,yes,0
32,male,master,226517.0,12,rent,25000.0,debtconsolidation,10.62,0.11,5.0,664,no,1
29,male,bachelor,80366.0,7,rent,25000.0,education,11.48,0.31,10.0,669,no,1
29,male,high school,241269.0,5,mortgage,14400.0,personal,11.14,0.06,7.0,614,yes,0
30,female,master,241025.0,11,mortgage,24250.0,medical,11.48,0.1,8.0,676,yes,0
30,female,doctorate,241028.0,7,mortgage,6000.0,medical,11.83,0.02,5.0,529,no,0
29,male,bachelor,226664.0,5,rent,25000.0,homeimprovement,12.18,0.11,5.0,697,no,1
27,male,bachelor,240926.0,8,mortgage,5000.0,education,7.74,0.02,7.0,636,yes,0
30,female,associate,241012.0,7,mortgage,10000.0,homeimprovement,8.59,0.04,7.0,699,yes,0
28,female,bachelor,240806.0,8,rent,24250.0,medical,12.53,0.1,5.0,696,yes,0
30,male,master,241072.0,6,mortgage,20000.0,personal,11.48,0.08,7.0,718,yes,0
30,male,high school,83734.0,7,rent,25000.0,education,14.09,0.3,5.0,645,no,1
32,male,associate,85227.0,7,rent,25000.0,venture,15.95,0.29,10.0,655,no,1
27,male,bachelor,85192.0,8,rent,25000.0,personal,11.71,0.29,7.0,595,no,1
33,female,master,18166.0,7,own,2000.0,venture,14.79,0.11,8.0,648,no,0
32,male,associate,77768.0,7,rent,25000.0,debtconsolidation,15.2,0.32,5.0,596,no,1
29,female,bachelor,85069.0,8,rent,25000.0,personal,14.83,0.29,6.0,670,no,1
30,male,high school,87220.0,9,rent,25000.0,venture,16.32,0.29,5.0,590,no,1
27,female,high school,87296.0,3,rent,25000.0,education,10.75,0.29,8.0,630,no,1
31,female,bachelor,70270.0,10,rent,25000.0,medical,17.19,0.36,8.0,661,no,1
32,female,high school,90385.0,8,rent,25000.0,medical,10.38,0.28,8.0,603,no,1
29,male,high school,83884.0,8,rent,25000.0,personal,15.95,0.3,10.0,613,no,1
30,female,bachelor,91065.0,5,rent,25000.0,personal,15.2,0.27,5.0,688,no,1
34,male,associate,90727.0,9,rent,25000.0,debtconsolidation,10.38,0.28,8.0,576,no,1
29,male,bachelor,231639.0,5,mortgage,15000.0,venture,14.27,0.06,6.0,626,no,0
35,female,master,231450.0,12,mortgage,10000.0,homeimprovement,11.99,0.04,9.0,708,no,0
28,female,associate,231317.0,7,mortgage,20000.0,medical,11.01,0.09,9.0,578,yes,0
29,female,bachelor,229004.0,7,mortgage,4000.0,personal,6.62,0.02,5.0,649,no,0
31,male,bachelor,228855.0,11,own,15000.0,education,6.03,0.07,8.0,701,yes,0
31,male,bachelor,229397.0,13,mortgage,9000.0,debtconsolidation,6.03,0.04,7.0,650,no,0
28,female,high school,228801.0,7,mortgage,35000.0,homeimprovement,17.49,0.15,6.0,542,no,0
29,female,associate,228928.0,6,mortgage,14000.0,education,11.01,0.06,6.0,654,yes,0
35,male,associate,18055.0,12,own,5550.0,debtconsolidation,10.37,0.31,8.0,615,no,1
27,male,bachelor,83935.0,8,rent,25000.0,venture,13.75,0.3,6.0,635,no,1
30,male,bachelor,91941.0,8,rent,25000.0,personal,9.99,0.27,8.0,647,no,1
30,male,high school,93531.0,12,rent,25000.0,personal,10.75,0.27,8.0,614,no,1
28,male,associate,229063.0,5,mortgage,25000.0,education,11.01,0.11,8.0,649,yes,0
29,female,high school,229092.0,8,rent,7000.0,homeimprovement,9.88,0.03,9.0,625,no,0
31,female,high school,228896.0,9,mortgage,24000.0,medical,11.01,0.1,10.0,676,yes,0
27,male,high school,229359.0,2,own,23000.0,medical,11.83,0.1,8.0,679,no,0
34,male,master,214811.0,11,mortgage,12000.0,debtconsolidation,15.65,0.06,5.0,697,no,1
30,female,associate,228744.0,6,rent,15000.0,debtconsolidation,11.48,0.07,8.0,655,yes,0
33,male,bachelor,228928.0,8,mortgage,20000.0,homeimprovement,14.11,0.09,10.0,696,no,0
32,male,high school,228588.0,10,rent,15000.0,education,9.63,0.07,7.0,660,yes,0
32,male,associate,229106.0,11,rent,8400.0,personal,9.32,0.04,8.0,658,yes,0
33,female,high school,228016.0,10,mortgage,20000.0,debtconsolidation,6.17,0.09,7.0,543,yes,0
30,male,high school,94882.0,7,rent,25000.0,homeimprovement,11.01,0.26,9.0,635,no,1
31,male,master,94946.0,7,rent,25000.0,medical,10.75,0.26,8.0,730,no,1
27,female,associate,87487.0,5,rent,25000.0,debtconsolidation,15.95,0.29,6.0,637,no,1
33,male,associate,225400.0,13,mortgage,25000.0,education,14.46,0.11,8.0,670,yes,0
29,male,bachelor,179235.0,7,mortgage,11200.0,medical,16.89,0.06,9.0,642,no,1
28,male,high school,225110.0,7,mortgage,10000.0,medical,14.22,0.04,9.0,567,yes,0
29,female,bachelor,224393.0,7,mortgage,25000.0,education,10.46,0.11,6.0,694,no,0
27,female,master,223984.0,4,mortgage,3700.0,homeimprovement,10.99,0.02,5.0,688,no,0
28,male,associate,224271.0,5,other,2500.0,venture,7.4,0.01,9.0,626,yes,0
27,male,associate,222942.0,3,mortgage,35000.0,personal,11.01,0.16,8.0,666,no,0
30,male,bachelor,222628.0,7,mortgage,15000.0,venture,10.99,0.07,7.0,533,yes,0
29,female,bachelor,208716.0,9,mortgage,28000.0,debtconsolidation,17.49,0.13,10.0,614,no,1
32,male,bachelor,96904.0,12,rent,25000.0,venture,11.01,0.26,8.0,653,no,1
35,female,associate,96996.0,15,rent,25000.0,venture,14.09,0.26,10.0,596,no,1
33,male,high school,96697.0,13,rent,25000.0,medical,11.86,0.26,8.0,617,no,1
27,female,master,220359.0,2,rent,15000.0,education,19.03,0.07,6.0,637,no,0
32,female,bachelor,97143.0,8,rent,25000.0,medical,12.87,0.26,9.0,584,no,1
30,male,high school,18180.0,7,own,1000.0,venture,10.62,0.06,10.0,671,yes,0
30,male,bachelor,18002.0,7,own,9250.0,homeimprovement,14.96,0.51,10.0,683,no,1
29,male,master,217869.0,6,mortgage,18000.0,personal,12.69,0.08,9.0,637,yes,0
29,male,bachelor,217061.0,3,mortgage,31000.0,personal,19.42,0.14,8.0,664,no,0
30,male,master,217143.0,9,mortgage,12500.0,debtconsolidation,6.03,0.06,6.0,692,no,0
27,female,bachelor,216840.0,9,rent,15000.0,medical,12.42,0.07,10.0,647,yes,0
31,female,high school,216989.0,7,mortgage,9000.0,venture,14.27,0.04,6.0,655,yes,0
32,female,high school,216789.0,13,mortgage,10000.0,personal,7.9,0.05,10.0,589,yes,0
31,female,associate,217059.0,6,own,10000.0,education,11.71,0.05,7.0,635,yes,0
30,female,associate,18284.0,5,own,5000.0,medical,14.96,0.27,9.0,625,no,1
28,male,bachelor,101937.0,3,rent,25000.0,personal,15.95,0.25,7.0,612,no,0
31,female,master,102706.0,9,rent,25000.0,venture,10.75,0.24,7.0,692,no,0
34,female,associate,217034.0,9,mortgage,12900.0,education,12.99,0.06,7.0,475,yes,0
33,female,associate,216897.0,8,mortgage,13000.0,debtconsolidation,7.29,0.06,7.0,578,no,0
29,male,master,216966.0,8,mortgage,15000.0,personal,5.79,0.07,6.0,689,yes,0
30,female,high school,217126.0,7,mortgage,28000.0,venture,14.91,0.13,5.0,552,yes,0
27,male,bachelor,216860.0,6,rent,8000.0,personal,10.37,0.04,5.0,668,yes,0
35,female,associate,217274.0,13,mortgage,8500.0,debtconsolidation,6.92,0.04,8.0,695,no,0
28,male,associate,216698.0,4,rent,9000.0,venture,13.8,0.04,10.0,607,no,0
31,male,high school,103125.0,12,rent,25000.0,personal,11.89,0.24,6.0,634,yes,0
30,male,associate,103182.0,9,rent,25000.0,homeimprovement,12.21,0.24,6.0,663,yes,0
28,male,bachelor,18895.0,4,own,4375.0,personal,12.42,0.23,9.0,573,no,1
30,female,bachelor,217320.0,11,mortgage,20000.0,debtconsolidation,11.48,0.09,8.0,668,yes,0
31,male,bachelor,202682.0,7,rent,20000.0,venture,11.01,0.1,7.0,701,no,1
33,female,master,216754.0,8,rent,7000.0,medical,7.74,0.03,6.0,662,yes,0
30,female,master,202793.0,6,mortgage,10000.0,education,8.94,0.05,5.0,646,no,1
28,male,master,202736.0,3,rent,15000.0,debtconsolidation,17.26,0.07,9.0,638,no,1
27,female,associate,202478.0,4,mortgage,24000.0,debtconsolidation,17.26,0.12,9.0,671,no,1
32,female,bachelor,109216.0,9,rent,25000.0,personal,9.99,0.23,7.0,717,no,0
32,male,master,108947.0,11,rent,25000.0,education,15.58,0.23,7.0,614,yes,0
29,female,associate,18891.0,7,own,5000.0,personal,7.51,0.26,7.0,644,no,1
28,female,bachelor,94739.0,7,rent,25000.0,personal,11.01,0.26,5.0,707,no,1
34,male,bachelor,110217.0,13,rent,25000.0,medical,11.36,0.23,5.0,659,yes,0
31,male,associate,19231.0,10,mortgage,2000.0,debtconsolidation,16.89,0.1,8.0,619,no,1
29,male,bachelor,111706.0,8,rent,25000.0,venture,14.96,0.22,5.0,668,no,0
30,female,master,116125.0,11,rent,25000.0,personal,11.01,0.22,6.0,640,yes,0
28,male,high school,210878.0,2,rent,6000.0,homeimprovement,7.9,0.03,10.0,574,yes,0
29,male,bachelor,196754.0,7,rent,4000.0,venture,16.29,0.02,6.0,630,no,1
35,female,bachelor,210771.0,11,rent,16000.0,debtconsolidation,11.49,0.08,10.0,644,yes,0
29,female,high school,210859.0,8,mortgage,15000.0,debtconsolidation,8.49,0.07,8.0,517,yes,0
31,male,master,211083.0,12,mortgage,7500.0,education,19.69,0.04,9.0,684,no,0
35,male,associate,210886.0,14,mortgage,2200.0,venture,8.49,0.01,7.0,567,yes,0
27,male,associate,116091.0,2,rent,25000.0,homeimprovement,11.01,0.22,6.0,673,yes,0
29,male,associate,117217.0,6,rent,25000.0,personal,10.37,0.21,10.0,666,yes,0
31,male,high school,103745.0,9,rent,25000.0,debtconsolidation,16.0,0.24,5.0,691,no,1
29,male,associate,106691.0,6,rent,25000.0,personal,14.46,0.23,10.0,622,no,1
33,female,doctorate,120973.0,10,rent,25000.0,homeimprovement,11.66,0.21,9.0,631,yes,0
28,female,master,19148.0,4,mortgage,4000.0,homeimprovement,15.37,0.21,10.0,672,no,1
35,male,high school,18883.0,12,own,3700.0,homeimprovement,9.32,0.2,6.0,682,no,1
30,male,associate,91597.0,6,rent,25000.0,medical,15.27,0.27,9.0,598,no,1
30,male,master,123321.0,7,rent,25000.0,venture,9.62,0.2,8.0,610,yes,0
35,female,associate,18738.0,15,mortgage,1925.0,venture,12.84,0.1,6.0,673,no,0
27,male,associate,124525.0,4,rent,25000.0,venture,12.73,0.2,10.0,710,no,0
29,male,associate,128662.0,6,rent,25000.0,homeimprovement,14.83,0.19,9.0,591,no,0
28,male,master,210972.0,3,rent,24500.0,venture,11.01,0.12,8.0,606,no,0
30,male,master,211285.0,8,mortgage,6000.0,homeimprovement,7.68,0.03,7.0,676,no,0
29,male,bachelor,211318.0,6,mortgage,25000.0,education,15.28,0.12,10.0,678,yes,0
28,male,associate,210015.0,8,mortgage,12000.0,personal,11.01,0.06,10.0,703,yes,0
27,male,master,115702.0,0,rent,25000.0,venture,16.89,0.22,10.0,689,no,1
35,male,associate,132983.0,14,rent,25000.0,debtconsolidation,13.49,0.19,8.0,628,yes,0
34,female,doctorate,207559.0,11,mortgage,15000.0,personal,14.96,0.07,5.0,688,no,0
31,male,bachelor,192085.0,5,mortgage,16000.0,debtconsolidation,15.65,0.08,6.0,595,no,1
28,male,high school,191586.0,5,rent,6000.0,personal,15.95,0.03,10.0,574,no,1
33,female,high school,204860.0,7,mortgage,12000.0,personal,7.51,0.06,9.0,684,yes,0
31,female,high school,19388.0,7,mortgage,4000.0,personal,8.9,0.21,5.0,613,no,1
34,female,bachelor,190736.0,12,mortgage,12000.0,venture,11.01,0.06,8.0,668,no,1
31,male,bachelor,190491.0,4,rent,10200.0,debtconsolidation,15.99,0.05,7.0,646,no,1
35,female,bachelor,204859.0,9,mortgage,6500.0,education,7.49,0.03,10.0,643,no,0
34,female,bachelor,204915.0,8,mortgage,7500.0,venture,15.99,0.04,10.0,618,no,0
29,male,bachelor,205079.0,6,mortgage,35000.0,personal,12.99,0.17,5.0,574,no,0
31,female,bachelor,205373.0,10,mortgage,10000.0,personal,13.49,0.05,8.0,665,yes,0
34,male,high school,19575.0,10,own,3800.0,venture,7.49,0.19,9.0,595,no,1
32,female,associate,128134.0,11,rent,25000.0,debtconsolidation,16.63,0.2,7.0,577,no,1
33,male,high school,19865.0,10,own,5900.0,venture,11.01,0.3,7.0,646,no,1
33,female,master,144759.0,9,rent,25000.0,debtconsolidation,11.36,0.17,8.0,637,no,0
28,female,high school,130842.0,4,rent,25000.0,education,14.61,0.19,6.0,626,no,1
33,female,associate,151031.0,12,rent,25000.0,debtconsolidation,11.36,0.17,5.0,666,yes,0
30,male,associate,19783.0,10,mortgage,6250.0,debtconsolidation,5.79,0.32,6.0,621,no,1
29,male,associate,136453.0,4,rent,25000.0,education,15.31,0.18,6.0,670,no,1
32,male,master,204852.0,9,rent,10000.0,personal,11.14,0.05,5.0,656,no,0
32,male,bachelor,202126.0,10,rent,25000.0,education,15.27,0.12,6.0,699,no,0
30,female,associate,124006.0,3,rent,25000.0,medical,15.7,0.2,7.0,700,no,1
27,female,doctorate,19647.0,5,own,6400.0,education,7.74,0.33,9.0,685,no,1
30,male,master,163154.0,7,rent,25000.0,personal,15.21,0.15,6.0,643,yes,0
35,male,associate,148392.0,11,rent,25000.0,personal,17.19,0.17,8.0,646,no,1
28,female,associate,169340.0,3,rent,25000.0,homeimprovement,13.11,0.15,7.0,675,no,0
33,female,bachelor,168719.0,13,rent,25000.0,education,15.58,0.15,10.0,660,yes,0
31,female,associate,172614.0,8,rent,25000.0,venture,16.07,0.14,7.0,672,yes,0
32,male,bachelor,181108.0,10,rent,25000.0,debtconsolidation,8.49,0.14,7.0,630,no,0
30,female,high school,180661.0,4,rent,25000.0,personal,17.56,0.14,5.0,628,no,0
27,female,bachelor,181141.0,4,rent,25000.0,education,11.36,0.14,6.0,590,no,0
29,female,associate,20249.0,2,own,3000.0,venture,7.9,0.15,8.0,709,no,1
30,female,bachelor,199083.0,6,mortgage,5000.0,education,15.62,0.03,10.0,560,yes,0
27,male,associate,198932.0,3,mortgage,35000.0,homeimprovement,12.99,0.18,9.0,606,no,0
31,male,bachelor,198810.0,9,mortgage,15000.0,homeimprovement,12.61,0.08,7.0,698,yes,0
30,female,master,180999.0,10,rent,25000.0,debtconsolidation,12.53,0.14,6.0,627,no,0
30,male,associate,20288.0,8,mortgage,7275.0,medical,5.42,0.36,10.0,561,no,1
31,male,associate,166812.0,9,rent,25000.0,venture,13.24,0.15,7.0,637,no,1
33,male,associate,20031.0,9,mortgage,6000.0,medical,7.14,0.3,5.0,524,no,1
31,male,high school,167935.0,8,rent,25000.0,venture,15.37,0.15,8.0,611,no,1
30,male,associate,188109.0,6,rent,25000.0,medical,9.88,0.13,7.0,698,yes,0
30,male,bachelor,178654.0,6,rent,25000.0,education,15.95,0.14,8.0,591,no,1
29,male,high school,196407.0,6,rent,25000.0,debtconsolidation,9.91,0.13,5.0,678,yes,0
30,female,master,205260.0,11,rent,25000.0,education,15.2,0.12,8.0,699,yes,0
27,male,associate,205080.0,3,rent,25000.0,personal,16.32,0.12,10.0,435,yes,0
27,male,high school,20038.0,5,other,5750.0,debtconsolidation,11.01,0.29,8.0,672,no,1
30,male,high school,204876.0,7,rent,25000.0,homeimprovement,15.21,0.12,5.0,697,yes,0
29,male,high school,210967.0,6,rent,25000.0,personal,10.74,0.12,5.0,598,yes,0
32,female,bachelor,195134.0,12,rent,20000.0,venture,6.99,0.1,9.0,622,yes,0
28,male,bachelor,153675.0,4,mortgage,20000.0,medical,17.04,0.13,8.0,527,no,1
29,male,high school,194087.0,6,rent,4800.0,venture,10.99,0.02,5.0,658,no,0
27,female,associate,193811.0,7,mortgage,8000.0,debtconsolidation,11.36,0.04,9.0,617,yes,0
30,female,associate,178434.0,11,rent,22200.0,education,19.42,0.12,8.0,654,no,1
29,female,bachelor,151818.0,6,rent,9000.0,medical,16.77,0.06,8.0,679,no,1
28,male,high school,214863.0,9,rent,25000.0,education,14.46,0.12,7.0,653,no,1
32,male,bachelor,273725.0,8,rent,25000.0,medical,12.53,0.09,5.0,627,yes,0
27,female,associate,268928.0,8,rent,25000.0,education,18.3,0.09,9.0,677,no,1
32,female,doctorate,283195.0,8,rent,25000.0,personal,12.53,0.09,7.0,589,yes,0
33,male,associate,299258.0,10,rent,25000.0,debtconsolidation,14.11,0.08,6.0,629,no,1
33,female,associate,20865.0,9,own,3000.0,homeimprovement,5.99,0.14,6.0,678,no,1
31,male,high school,21682.0,11,mortgage,2400.0,medical,14.72,0.11,7.0,606,no,1
28,female,doctorate,94580.0,5,rent,24625.0,homeimprovement,18.36,0.26,5.0,675,no,1
30,male,bachelor,39324.0,8,rent,24250.0,personal,11.12,0.62,5.0,671,no,1
30,male,bachelor,44381.0,7,rent,24250.0,debtconsolidation,12.61,0.55,7.0,655,no,1
27,male,associate,192820.0,5,mortgage,16000.0,homeimprovement,8.49,0.08,5.0,670,yes,0
32,male,bachelor,192704.0,11,mortgage,3200.0,medical,11.01,0.02,5.0,647,yes,0
29,female,master,192983.0,6,mortgage,14700.0,personal,13.43,0.08,5.0,654,no,0
29,female,bachelor,192740.0,5,mortgage,7000.0,education,11.01,0.04,8.0,604,yes,0
27,male,master,192877.0,3,mortgage,7000.0,debtconsolidation,12.23,0.04,6.0,670,yes,0
34,male,bachelor,20862.0,11,own,1600.0,personal,13.72,0.08,5.0,683,yes,0
27,female,high school,89741.0,4,rent,24250.0,debtconsolidation,15.31,0.27,8.0,587,no,1
28,female,high school,20618.0,5,own,5000.0,medical,13.98,0.24,8.0,534,no,1
